Date,SMB,HML,WML,MF,RF
1993-10,3.72859245165238,2.85722771785475,3.30685315851926,,
1993-11,-8.94910866887502,-1.48607653648126,12.7887661614561,17.5900869615835,0.611432097208131
1993-12,-3.23534553433945,6.43512148970316,-3.52415180450567,8.46464618034934,0.613010054067908
1994-01,4.53425448129696,-3.7269653684066,-5.04632084891512,18.5871068626059,0.856796915905944
1994-02,4.51539027217041,-2.9776377420242,3.57597383724102,4.71839086699317,0.620017402442952
1994-03,1.90804875880559,-0.932124212992502,-0.700350089260393,-13.086957465258,0.618383117228793
1994-04,0.389568425710252,-5.44108354022316,-1.73317719608171,-2.52634583283617,0.561986337458475
1994-05,1.04261458034403,5.96791240030516,-10.0997193481787,2.3700954745449,0.629808464934767
1994-06,-5.58525222176632,11.4473205553937,-0.580137960245253,7.46037875695389,0.647116834060557
1994-07,8.75089207715818,1.21876338245821,-10.0691275881897,4.28157768265358,0.679861355034084
1994-08,4.28689077725155,-2.67810277718231,-2.44610810092762,8.54896539122791,0.716370827482615
1994-09,7.73645989550571,2.01927351241329,-3.90466454431307,-6.00111235122743,0.663979860065145
1994-10,4.87565860421364,10.0957105538625,0.532551104026191,0.383999721387873,0.728841063527219
1994-11,,,,-0.211296033779951,0.667075888459356
1994-12,5.40784893179755,-3.73890484963441,-5.02906269392299,-8.41597194000486,0.743669948229453
1995-01,3.62125923938574,-3.63022668407178,-1.76060776808787,-9.19742580201746,0.933246967401113
1995-02,-4.97582020457814,4.05769531635987,5.00466850676062,-7.57777331085998,0.821289357629573
1995-03,1.16668292480859,2.06719513723896,-2.73268410142118,-5.85159696944304,0.945838856679337
1995-04,-8.68859468412686,-2.44441714215173,0.969585369171666,-9.63733246425696,0.870222311093016
1995-05,-3.70251487252683,-4.66295331515885,-2.62474014572268,0.207378775826039,1.02123420979108
1995-06,-5.93555251210902,-0.259259064322803,1.40672422240735,-6.54684813415813,0.962289813867701
1995-07,-1.84578297576939,1.16016635346801,-1.04211700465491,3.0016503717599,1.02767380835123
1995-08,0.0459819004552831,-2.84893448528388,6.6061733549706,-5.24574473780627,1.01639120009691
1995-09,-3.9732394071743,2.24226525692905,0.607381169563825,1.22170047172083,0.944794479331956
1995-10,-0.981716119075993,-0.0562350279935564,0.970534094859765,-5.29475056050386,1.05628456543301
1995-11,-0.135423457749084,-2.7744222863458,-2.57592448133379,-14.7004177471985,1.00586115484431
1995-12,-0.902581277082104,-2.62306171828643,0.231951014785658,3.63646482439075,0.972775586221375
1996-01,-5.31162548750632,-6.33617719829256,6.31915984065681,-8.35843267992216,1.10769209392179
1996-02,-1.94052395205417,-6.97076863147389,0.138500674606079,14.1778837249039,0.972775586221353
1996-03,-4.79737828465913,-8.06852836260492,7.63162920751141,-0.199712258868956,0.972775586221353
1996-04,-10.3452699556208,-0.779272284876975,6.92392916795439,10.4290952515955,1.06088156784578
1996-05,-3.37577283341363,-5.02891540031924,10.8988280256472,-4.65532000729012,0.99621186370018
1996-06,-4.74412255883719,-3.53308900727225,6.17098523949968,2.74102870097361,0.901075197424195
1996-07,-4.59752661242613,-4.5765607003815,8.63626553141998,-11.3895003211648,0.916309175808561
1996-08,0.890349277534463,-1.23913590935085,-4.18998808369652,-2.94611734905067,0.728745776994622
1996-09,-2.97572894836499,-2.00715724896394,2.61623987821373,-10.9545342389211,0.814532258354927
1996-10,-2.97869238372495,2.30877946980246,-1.85440911297408,-4.94065264974699,0.801622808112157
1996-11,-2.09988103286178,1.91591022042723,3.15052001227447,-9.54156419212917,0.570134383549359
1996-12,-3.33953684284422,9.58430214727619,-12.6117142589808,7.57616311452824,0.687641393804306
1997-01,-3.27059246105961,3.4151652693843,-14.1609857683852,6.17199527942114,0.66601032400504
1997-02,-11.8144316553749,0.995960784839589,9.55909293031236,3.75239866786177,0.576624022285688
1997-03,-5.97461973869898,-1.61685694082899,6.75689263535768,-5.4909450753661,0.648061604021222
1997-04,-8.61508797822085,-7.84910200693209,7.14102913226713,9.60466411718361,0.527775754797855
1997-05,-4.07994762947542,-8.27819719638682,12.4260144957961,-1.557324378971,0.515901293969745
1997-06,-8.17461788536028,-6.70530545142316,3.2127150584413,12.4069896990077,0.566969740931222
1997-07,5.27470981869751,17.7495886086265,-11.1344487189715,3.3726604132793,0.563237609426426
1997-08,1.41764400388535,-0.795694102815114,-0.339899339627536,-9.29883518597484,0.510524788800604
1997-09,-9.54536357667611,-2.29077036317892,13.3920415100551,-1.74778079292327,0.573866813006663
1997-10,-3.59786920114307,-4.09406729544131,4.25235988168531,-3.58247756634833,0.537455523022845
1997-11,0.893579087732466,-9.46342219574173,8.37153028100368,-6.43510771225355,0.479884756737992
1997-12,-1.5297305433175,3.05830648193874,-5.31010614512105,-0.0542485571778384,0.612847281287165
1998-01,1.27500642485339,6.27098075390384,-11.9701778412411,-11.7689797055687,0.575510520793032
1998-02,-6.9834579642488,-6.08015112463198,5.94546546210111,10.8028642249397,0.543892964262671
